,Latitude,Longitude,Order Item Discount,Order Item Product Price,Order Profit Per Order,Days for shipping (real),Days for shipment (scheduled),Late_delivery
8816,40.87593079,-73.91262817,0.800000012,39.99000168,20.59000015,2,4,0
8817,40.66544724,-73.94540405,0.800000012,39.99000168,-52.81000137,2,4,0
8818,40.24383545,-75.28388214,1.0,50.0,14.85000038,4,4,0
8819,33.89164734,-118.29940800000001,2.0,50.0,48.02000046,5,4,1
8820,40.65688324,-73.58642578,2.0,50.0,44.09999847,6,4,1
8821,29.96774292,-90.03494263,2.0,50.0,7.349999905,6,4,1
8822,42.06341553,-87.92141724,1.600000024,39.99000168,21.95000076,4,4,0
8823,33.98955154,-118.351532,2.0,50.0,7.349999905,5,4,1
8824,36.11117935,-115.21102909999999,3.0,50.0,9.699999809,3,4,0
8825,41.23169327,-81.84801483,2.400000095,39.99000168,-19.39999962,2,4,0
8826,37.34420395,-121.98844150000001,3.0,50.0,-43.65000153,3,4,0
8827,36.94200516,-76.24208069,3.0,50.0,-77.59999847,6,4,1
8828,42.13397598,-87.98233032,4.0,50.0,29.76000023,6,4,1
8829,37.21762848,-121.990242,4.0,50.0,27.84000015,6,4,1
8830,42.38851166,-83.0442276,4.0,50.0,-9.600000381000001,5,4,1
8831,44.99621964,-123.07802579999999,3.200000048,39.99000168,32.25,3,4,0
8832,37.33271027,-121.8783722,4.0,50.0,31.20000076,3,4,0
8833,42.33019257,-83.39046478,4.0,50.0,32.45000076,2,4,0
8834,41.43588638,-82.74632263,4.0,50.0,-153.6000061,6,4,1
8835,33.41519928,-111.9199905,7.0,70.0,46.54999924,6,4,1
8836,40.21856308,-75.32538605,4.0,39.99000168,36.47000122,6,4,1
8837,40.72494888,-73.52056122,5.0,50.0,32.11000061,5,4,1
8838,34.19993973,-118.5710449,5.0,50.0,42.75,2,4,0
8839,41.85544205,-87.62918854,5.0,50.0,29.73999977,4,4,0
8840,37.69120026,-97.42577362,5.0,50.0,32.11000061,4,4,0
8841,42.39110184,-83.13121796,5.0,50.0,0.0,6,4,1
8842,40.66222382,-73.51956177,4.400000095,39.99000168,18.13999939,4,4,0
8843,36.91083145,-76.12958527,5.5,50.0,28.35000038,4,4,0
8844,32.83925629,-97.20110321,4.400000095,39.99000168,19.64999962,4,4,0
8845,33.45067978,-111.92640690000002,5.5,50.0,46.31000137,2,4,0
8846,34.11355972,-118.115448,7.0,50.0,33.75999832,3,4,0
8847,47.6374054,-122.1243591,7.0,50.0,33.75999832,2,4,0
8848,42.32353973,-83.17635346,7.1999998089999995,39.99000168,7.28000021,6,4,1
8849,42.60770416,-83.93352509,9.0,50.0,28.47999954,2,4,0
8850,36.91083145,-76.12958527,9.0,50.0,42.77000046,2,4,0
8851,33.4926796,-112.20886229999999,8.0,39.99000168,32.38999939,3,4,0
8852,42.39984894,-83.05892944,8.0,39.99000168,35.27000046,6,4,1
8853,29.54194069,-95.60385132,8.0,39.99000168,10.80000019,2,4,0
8854,42.77295685,-84.43538666,12.0,50.0,40.47999954,5,4,1
8855,33.81632614,-84.44550324,12.0,50.0,36.08000183,4,4,0
8856,40.72668076,-73.97971344,12.0,50.0,41.36000061,3,4,0
8857,37.5992012,-122.08161159999999,13.0,50.0,-28.19000053,4,4,0
8858,38.49541855,-121.47918700000001,13.0,50.0,14.52999973,3,4,0
8859,41.23169327,-81.84801483,13.0,50.0,-17.39999962,2,4,0
8860,35.7947464,-86.35856628,15.0,50.0,26.35000038,6,4,1
8861,38.67605209,-77.26837158,15.0,50.0,29.75,2,4,0
8862,29.47656632,-98.579216,15.0,50.0,8.5,2,4,0
8863,28.60344505,-81.31519318,15.0,50.0,28.72999954,5,4,1
8864,28.00750923,82.46199799,15.0,50.0,29.75,5,4,1
8865,30.23604584,-97.79588318,12.80000019,39.99000168,21.82999992,6,4,1
8866,40.93209076,-73.89285278,12.80000019,39.99000168,18.13999939,4,4,0
8867,41.97670364,-88.26086426,16.0,50.0,34.43999863,4,4,0
8868,36.22515869,-115.1951828,16.0,50.0,15.78999996,3,4,0
8869,40.84075546,-73.88039398,16.0,50.0,40.319999700000004,3,4,0
8870,33.71754074,-84.66046906,17.0,50.0,39.00999832,2,4,0
8871,41.97670364,-88.26086426,17.0,50.0,9.130000114,4,4,0
8872,43.20886993,-77.45961762,17.0,50.0,39.00999832,6,4,1
8873,40.62195587,-111.9332733,17.0,50.0,-5.889999866,6,4,1
8874,34.89321137,-120.42057040000002,14.39999962,39.99000168,17.70999908,6,4,1
8875,33.41519928,-111.9199905,14.39999962,39.99000168,-1.6399999859999999,3,4,0
8876,37.43395615,-121.88106540000001,18.0,50.0,38.54000092,4,4,0
8877,42.34844208,-83.43744659,20.0,50.0,30.0,2,4,0
8878,40.31143951,-75.13288879,20.0,50.0,22.39999962,5,4,1
8879,39.37016296,-76.54606628,16.0,39.99000168,30.069999699999997,2,4,0
8880,39.49591446,-98.98998261,16.0,39.99000168,26.87000084,4,4,0
8881,37.43395615,-121.88106540000001,20.0,50.0,-200.0,4,4,0
8882,34.15459442,-119.17872620000001,20.0,50.0,37.59999847,5,4,1
8883,41.89477158,-87.77388001,25.0,50.0,36.0,2,4,0
8884,41.96846008,-87.65660858,0.0,19.98999977,14.51000023,5,4,1
8885,40.69200897,-73.99179840000001,0.0,24.98999977,4.349999905,5,4,1
8886,42.13397598,-87.98233032,0.400000006,19.98999977,4.46999979,6,4,1
8887,33.64875412,-117.63742830000001,0.5,24.98999977,24.25,5,4,1
8888,34.18439102,-118.4465179,2.5599999430000002,31.98999977,16.57999992,3,4,0
8889,32.94970322,-96.76959992,1.2799999709999998,15.98999977,13.8199997,6,4,1
8890,33.83167267,-118.09373470000001,5.71999979,51.99000168,-5.8000001910000005,5,4,1
8891,40.80119324,-74.48561096,2.24000001,15.98999977,-3.359999895,2,4,0
8892,40.74726105,-74.04908752,5.760000229,31.98999977,21.12999916,6,4,1
8893,29.76460266,-95.37210083,5.0,24.98999977,11.69999981,6,4,1
8894,29.73701477,-94.96875763,23.98999977,99.94999695,84.44000244,2,4,0
8895,33.78567505,-84.23746491,29.98999977,99.94999695,78.16000366,2,4,0
8896,36.16392899,115.04978940000001,8.0,24.98999977,6.3000001910000005,4,4,0
8897,40.73124313,-73.98880768,9.0,24.98999977,13.3199997,3,4,0
8898,35.22186661,-101.8756027,11.52000046,31.98999977,13.64000034,2,4,0
8899,33.89164734,-118.29940800000001,10.0,24.98999977,0.400000006,5,4,1
8900,33.1927948,-117.3563385,10.80000019,29.98999977,-34.43000031,3,4,0
8901,41.89527512,-87.73571014,0.0,99.98999786,4.0,3,4,0
8902,41.72412872,-81.24591065,20.0,99.98999786,89.98999786,3,4,0
8903,27.9327755,-82.22817993,26.0,99.98999786,85.25,4,4,0
8904,30.47071457,-97.64977264,1.200000048,59.99000168,43.11999893,2,4,0
8905,36.29280853,-119.31348419999999,1.200000048,59.99000168,7.480000018999999,5,4,1
8906,35.89852142,-81.52240753,3.599999905,59.99000168,4.659999847,4,4,0
8907,36.88753128,-76.24180603,4.8000001910000005,59.99000168,51.83000183,6,4,1
8908,36.83838272,-76.11729431,6.0,59.99000168,-142.4799957,6,4,1
8909,43.18824005,-77.56706238,10.80000019,59.99000168,28.38999939,4,4,0
8910,21.30562019,-157.8386993,3.0,50.0,26.68000031,3,4,0
8911,26.28325081,-80.09656525,4.0,39.99000168,28.48999977,2,4,0
8912,31.84699822,-106.5490112,5.0,50.0,-69.63999939,2,4,0
8913,36.88753128,-76.24180603,20.0,39.99000168,19.79999924,6,4,1
8914,33.871131899999995,-117.8721771,19.20000076,47.99000168,-6.3000001910000005,2,4,0
8915,38.93703461,-92.46649933,4.5,24.98999977,-122.8000031,3,4,0
8916,29.76460266,-95.37210083,7.0,34.99000168,28.96999931,6,4,1
8917,32.14681625,-111.1331253,9.0,24.98999977,18.85000038,6,4,1
8918,42.68700028,-87.93047333,2.0,99.98999786,29.70000076,2,4,0
8919,35.8109436,-78.60021973,2.0,99.98999786,3.960000038,2,4,0
8920,38.96614075,-76.84790802,4.0,99.98999786,50.95000076,6,4,1
8921,34.07833099,-117.7349777,6.0,99.98999786,34.91999817,3,4,0
8922,34.00062561,-117.9077301,6.0,99.98999786,87.29000092,2,4,0
8923,39.94900513,-84.83090973,6.0,99.98999786,-11.43999958,6,4,1
8924,34.23563004,-118.48470309999999,8.0,99.98999786,16.88999939,3,4,0
8925,44.0263443,-123.09352870000001,11.0,99.98999786,14.17000008,2,4,0
8926,34.07656479,-117.61408999999999,4.1999998089999995,30.0,10.60000038,6,4,1
8927,38.77223587,-97.61299133,14.0,99.98999786,16.37000084,4,4,0
8928,39.95728302,-74.19393158,14.0,99.98999786,40.91999817,6,4,1
8929,41.36125946,-82.11012268,18.0,99.98999786,11.46000004,5,4,1
8930,34.07920837,-117.3069,20.0,99.98999786,22.5,3,4,0
8931,43.09559631,-89.35118866,20.0,99.98999786,13.5,3,4,0
8932,41.80830002,-87.66905975,7.0,34.99000168,-157.46000669999998,2,4,0
8933,30.35012245,-97.69873047,24.0,99.98999786,1.75999999,2,4,0
8934,35.1572609,-89.78952789,26.0,99.98999786,-121.79000090000001,4,4,0
8935,40.67976761,-73.94384766,26.0,99.98999786,83.51000214,3,4,0
8936,32.83925629,-97.20110321,30.0,99.98999786,44.20000076,5,4,1
8937,33.68620682,-84.49389648,30.0,99.98999786,55.24000168,5,4,1
8938,40.67976761,-73.94384766,30.0,99.98999786,71.38999939,3,4,0
8939,29.47656632,-98.579216,30.39999962,94.98999786,-27.29000092,5,4,1
8940,40.90522766,-73.85354614,28.79999924,89.98999786,15.11999989,6,4,1
8941,36.9788475,-121.38092040000001,34.0,99.98999786,53.93999863,4,4,0
8942,33.84394455,-117.9417572,36.0,99.98999786,-385.35998539999997,3,4,0
8943,40.49235535,-74.44373322,36.0,99.98999786,45.91999817,5,4,1
8944,30.49506187,-84.24580383,40.0,99.98999786,54.0699997,4,4,0
8945,37.75743866,-122.4193726,40.0,99.98999786,-24.0,3,4,0
8946,40.49235535,-74.44373322,40.0,99.98999786,68.79000092,5,4,1
8947,32.71303558,-96.69631958,0.0,59.99000168,-179.97000119999998,6,4,1
8948,34.07833099,-117.7349777,0.0,59.99000168,30.0,4,4,0
8949,33.97483063,-118.18293759999999,0.0,59.99000168,52.79000092,4,4,0
8950,25.89801979,-80.24020386,0.0,59.99000168,-80.02999878,4,4,0
8951,29.7035408,-95.55670929,0.0,59.99000168,13.56000042,4,4,0
8952,40.73928452,-73.99893189,1.200000048,59.99000168,-25.29999924,3,4,0
8953,40.76987076,-82.76422882,1.200000048,59.99000168,38.59999847,2,4,0
8954,38.49541855,-121.47918700000001,1.200000048,59.99000168,41.569999700000004,2,4,0
8955,33.45067978,-111.92640690000002,2.400000095,59.99000168,2.349999905,4,4,0
8956,30.49506187,-84.24580383,2.400000095,59.99000168,41.15000153,4,4,0
8957,39.10291672,-77.07506561,2.400000095,59.99000168,-19.17000008,6,4,1
8958,35.90821838,-79.04585266,3.599999905,59.99000168,1.159999967,3,4,0
8959,34.20433044,-118.2365112,3.599999905,59.99000168,-180.3899994,6,4,1
8960,32.73230743,-97.47290802,3.599999905,59.99000168,48.88000107,2,4,0
8961,29.47656632,-98.579216,3.599999905,59.99000168,53.54000092,6,4,1
8962,38.24356461,-85.79820252,3.599999905,59.99000168,29.10000038,5,4,1
8963,26.11803436,-80.18949127,4.8000001910000005,59.99000168,41.81000137,2,4,0
8964,41.43588638,-82.74632263,4.8000001910000005,59.99000168,-77.75,5,4,1
8965,29.77310181,-100.6121979,4.8000001910000005,59.99000168,54.13000107,4,4,0
8966,26.11803436,-80.18949127,6.0,59.99000168,18.57999992,2,4,0
8967,33.96693802,-117.2558746,6.0,59.99000168,33.04999924,3,4,0
8968,42.97856522,-78.73735809,6.0,59.99000168,55.84999847,6,4,1
8969,47.30304337,-122.35281370000001,6.0,59.99000168,-54.13999939,5,4,1
8970,29.96774292,-90.03494263,6.599999905,59.99000168,-15.64999962,2,4,0
8971,29.96774292,-90.03494263,6.599999905,59.99000168,2.269999981,6,4,1
8972,42.77627945,-71.15115356,8.399999618999999,59.99000168,39.04999924,4,4,0
8973,41.365890500000006,-81.75274658,8.399999618999999,59.99000168,3.349999905,4,4,0
8974,36.94200516,-76.24208069,8.399999618999999,59.99000168,-172.9499969,6,4,1
8975,25.83031082,-80.27851105,10.80000019,59.99000168,32.75,2,4,0
8976,41.89619064,-87.65711212,10.80000019,59.99000168,28.38999939,3,4,0
8977,41.92156601,-70.79362488,10.80000019,59.99000168,45.86000061,3,4,0
8978,33.81289673,-117.93637849999999,10.80000019,59.99000168,52.40999985,5,4,1
8979,40.0230751,-82.8732605,10.80000019,59.99000168,-1.5299999709999998,2,4,0
8980,34.62110138,-117.418396,10.80000019,59.99000168,38.20999908,6,4,1
8981,41.85883331,-87.71582031,10.80000019,59.99000168,22.93000031,4,4,0
8982,29.74332619,-97.76139832,12.0,59.99000168,1.080000043,2,4,0
8983,39.44585037,-75.22688294,12.0,59.99000168,40.49000168,6,4,1
8984,39.95728302,-74.19393158,12.0,59.99000168,23.76000023,6,4,1
8985,34.0015831,-118.43215179999999,14.39999962,59.99000168,48.569999700000004,6,4,1
8986,40.70074081,-73.8950882,14.39999962,59.99000168,-73.91000366,4,4,0
8987,34.1358223,-117.2209473,14.39999962,59.99000168,49.61999893,5,4,1
8988,26.19762421,-98.19145203,15.60000038,59.99000168,17.43000031,6,4,1
8989,33.90319061,-118.2131882,18.0,59.99000168,23.45999908,5,4,1
8990,34.28515244,-118.69384769999999,19.20000076,59.99000168,7.559999942999999,6,4,1
8991,40.89128113,-111.8874054,19.20000076,59.99000168,10.07999992,6,4,1
8992,39.37016296,-76.54606628,19.20000076,59.99000168,28.21999931,6,4,1
8993,40.72494888,-73.52056122,19.20000076,59.99000168,29.22999954,6,4,1
8994,28.10211754,-82.51211548,20.39999962,59.99000168,11.25,2,4,0
8995,32.93148804,-96.81433868,20.39999962,59.99000168,29.87999916,5,4,1
8996,33.66735077,-117.99514769999999,24.0,59.99000168,45.11000061,5,4,1
8997,32.84235764,-116.98467250000002,24.0,59.99000168,24.0,2,4,0
8998,36.11019898,-81.52600861,24.0,59.99000168,-167.97000119999998,3,4,0
8999,41.36125946,-82.11012268,24.0,59.99000168,14.39999962,3,4,0
9000,32.78041458,-96.60680389,24.0,59.99000168,33.59000015,6,4,1
9001,26.0984993,-80.27095032,30.0,59.99000168,6.75,4,4,0
9002,40.70074081,-73.8950882,30.0,59.99000168,31.48999977,4,4,0
9003,39.95335007,-76.76399994,0.0,39.99000168,23.98999977,3,4,0
9004,40.82476044,-73.94992065,0.0,50.0,33.79999924,5,4,1
9005,39.45571137,-77.96917725,0.0,50.0,26.0,3,4,0
9006,34.1358223,-117.2209473,0.800000012,39.99000168,25.72999954,5,4,1
9007,28.10211754,-82.51211548,0.800000012,39.99000168,-55.43000031,2,4,0
9008,37.75743866,-122.4193726,1.0,50.0,3.960000038,3,4,0
9009,41.89619064,-87.65711212,2.0,50.0,33.11999893,3,4,0
9010,40.73928452,-73.99893189,2.0,50.0,48.02000046,3,4,0
9011,29.74332619,-97.76139832,1.600000024,39.99000168,18.64999962,2,4,0
9012,35.22186661,-101.8756027,2.0,50.0,28.42000008,3,4,0
9013,32.93148804,-96.81433868,1.600000024,39.99000168,-14.97000027,5,4,1
9014,40.06034088,-82.40966034,2.400000095,39.99000168,-7.760000229,2,4,0
9015,32.83925629,-97.20110321,3.0,50.0,1.070000052,5,4,1
9016,32.2890358,-110.8400879,3.0,50.0,5.820000172,4,4,0
9017,47.6374054,-122.1243591,3.0,50.0,3.589999914,3,4,0
9018,40.06034088,-82.40966034,3.200000048,39.99000168,-20.80999947,2,4,0
9019,33.41519928,-111.9199905,4.0,50.0,34.56000137,6,4,1
9020,39.92448425,-75.17574309999999,2.400000095,30.0,-72.0,5,4,1
9021,34.07184982,-80.95857239,3.200000048,39.99000168,32.25,3,4,0
9022,32.84292221,-97.22615814,4.0,39.99000168,5.6999998089999995,3,4,0
9023,38.90581513,-104.7751541,5.0,50.0,33.25,3,4,0
9024,39.37016296,-76.54606628,5.0,50.0,44.65000153,6,4,1
9025,25.83031082,-80.27851105,5.5,50.0,14.18000031,2,4,0
9026,29.96774292,-90.03494263,5.5,50.0,24.5699997,5,4,1
9027,40.64759827,-73.95845795,4.400000095,39.99000168,19.64999962,6,4,1
9028,37.28614426,-121.97356409999998,5.5,50.0,47.25,5,4,1
9029,36.72270966,-119.8107986,5.5,50.0,33.08000183,3,4,0
9030,38.90581513,-104.7751541,5.599999905,39.99000168,35.70000076,3,4,0
9031,34.23563004,-118.48470309999999,7.0,50.0,24.18000031,3,4,0
9032,34.00062561,-117.9077301,9.0,50.0,23.65999985,6,4,1
9033,41.92156601,-70.79362488,9.0,50.0,41.86000061,3,4,0
9034,39.121730799999995,-76.58596802,9.0,50.0,9.100000381000001,5,4,1
9035,41.82725143,-87.77909851,9.0,50.0,-50.04999924,5,4,1
9036,29.47656632,-98.579216,9.0,50.0,8.18999958,5,4,1
9037,26.14579964,-97.95825195,9.0,50.0,1.820000052,5,4,1
9038,34.23563004,-118.48470309999999,9.0,50.0,34.13000107,3,4,0
9039,39.35129929,-76.68270111,8.0,39.99000168,22.53000069,5,4,1
9040,41.42148209,-82.09407044,10.0,50.0,34.02000046,6,4,1
9041,39.69681549,-104.84117890000002,8.0,39.99000168,32.38999939,2,4,0
9042,29.74332619,-97.76139832,12.0,50.0,8.800000191,2,4,0
9043,36.54824066,-87.37922669,10.39999962,39.99000168,33.40000153,5,4,1
9044,33.94185257,-84.08663178,13.0,50.0,40.88999939,2,4,0
9045,36.15898514,-115.147522,13.0,50.0,42.63000107,6,4,1
9046,30.60759926,-96.31684876,13.0,50.0,25.22999954,6,4,1
9047,44.07079315,-121.3025513,10.39999962,39.99000168,25.26000023,3,4,0
9048,28.71162415,-100.4991837,13.0,50.0,29.40999985,5,4,1
9049,40.63687897,-73.94221497,12.0,39.99000168,-112.16999820000001,6,4,1
9050,41.89608002,-87.66941071,15.0,50.0,41.65000153,3,4,0
9051,37.67229843,-97.34063721,15.0,50.0,40.79999924,3,4,0
9052,36.15898514,-115.147522,15.0,50.0,38.25,6,4,1
9053,44.07079315,-121.3025513,12.0,39.99000168,21.28000069,3,4,0
9054,40.97532272,-80.56996918,15.0,50.0,27.62999916,4,4,0
9055,35.29149246,-118.91430659999999,16.0,50.0,-32.16999817,3,4,0
9056,40.57960892,-74.43974304,16.0,50.0,38.63999939,3,4,0
9057,35.09441757,-90.01817322,16.0,50.0,10.5,4,4,0
9058,34.05471420000001,-117.94474790000001,17.0,50.0,35.68999863,4,4,0
9059,41.36125946,-82.11012268,17.0,50.0,39.84000015,2,4,0
9060,34.94900131,-120.44567109999998,13.60000038,39.99000168,18.26000023,2,4,0
9061,37.65774155,-122.41407009999999,18.0,50.0,8.199999809,4,4,0
9062,39.98654556,-75.1084671,18.0,50.0,-120.29000090000001,3,4,0
9063,30.47071457,-97.64977264,18.0,50.0,-26.97999954,2,4,0
9064,38.97014999,-76.9909668,14.39999962,39.99000168,15.07999992,3,4,0
9065,34.07656479,-117.61408999999999,18.0,50.0,38.54000092,6,4,1
9066,29.89742088,-90.10965729,20.0,50.0,19.20000076,6,4,1
9067,35.18183136,-89.85837555,20.0,50.0,29.04000092,2,4,0
9068,33.77445602,-117.8943863,28.0,70.0,35.06000137,4,4,0
9069,41.80830002,-87.66905975,16.0,39.99000168,20.79000092,5,4,1
9070,41.36125946,-82.11012268,16.0,39.99000168,0.0,3,4,0
9071,35.29149246,-118.91430659999999,20.0,50.0,28.0,4,4,0
9072,34.28515244,-118.69384769999999,20.0,50.0,-53.36000061,6,4,1
9073,37.05174255,-76.40163422,20.0,50.0,20.0,6,4,1
9074,40.66222382,-73.51956177,20.0,50.0,38.40000153,4,4,0
9075,33.21637344,-117.372818,20.0,39.99000168,18.0,5,4,1
9076,34.07757568,-117.2078857,20.0,39.99000168,-47.99000168,4,4,0
9077,39.4793396,-77.78726959,20.0,39.99000168,9.600000381000001,2,4,0
9078,40.76031113,-111.88822169999999,25.0,50.0,23.47999954,3,4,0
9079,28.57764053,-81.44708252,25.0,50.0,8.479999542,2,4,0
9080,37.67229843,-97.34063721,0.0,24.98999977,0.5,5,4,1
9081,40.09635925,-74.21524048,0.0,24.98999977,4.400000095,2,4,0
9082,34.02658844,-117.3722153,0.5,24.98999977,-19.79000092,2,4,0
9083,38.55315399,-121.395546,1.919999957,47.99000168,24.45999908,2,4,0
9084,28.08681297,-82.43898773,1.5,24.98999977,13.5699997,6,4,1
9085,39.35150528,-84.54999542,1.75999999,21.98999977,15.32999992,6,4,1
9086,42.77627945,-71.15115356,3.5,24.98999977,15.10999966,4,4,0
9087,38.8549614,-76.96936035,2.24000001,15.98999977,7.440000057000001,2,4,0
9088,33.84394455,-117.9417572,8.640000342999999,47.99000168,19.38999939,3,4,0
9089,40.60685349,-74.00153351,4.5,24.98999977,4.0,5,4,1
9090,33.64875412,-117.63742830000001,12.47999954,51.99000168,45.75,5,4,1
9091,37.28772354,-121.76440430000001,7.5,24.98999977,4.670000076,2,4,0
9092,37.33236313,-121.920578,8.0,24.98999977,5.25,3,4,0
9093,33.89164734,-118.29940800000001,18.71999931,51.99000168,40.069999700000004,6,4,1
9094,39.78199005,-84.92692566,2.5,50.0,96.52999878,6,4,1
9095,40.65486527,-73.58707428,3.5,70.0,30.48999977,4,4,0
9096,40.70177841,-73.80841827,4.0,39.99000168,-36.84000015,6,4,1
9097,34.0723114,-84.30237579,5.0,50.0,120.0500031,4,4,0
9098,41.89505005,-87.77068329,5.0,50.0,30.62999916,6,4,1
9099,42.55441284,-84.30307007,4.5,30.0,36.38000107,2,4,0
9100,40.70177841,-73.80841827,7.5,50.0,21.34000015,6,4,1
9101,36.32823181,-119.50440220000002,7.5,50.0,75.90000153,5,4,1
9102,39.58020401,-77.72775269,13.75,50.0,41.34000015,4,4,0
9103,33.90319061,-118.2131882,14.0,39.99000168,87.40000153,4,4,0
9104,34.10239792,-117.7304535,14.0,39.99000168,18.60000038,2,4,0
9105,39.83169174,-120.4956055,14.0,39.99000168,48.34999847,2,4,0
9106,39.58020401,-77.72775269,17.5,50.0,79.05000305,4,4,0
9107,39.27961731,-76.71038055,25.0,50.0,76.05000305,2,4,0
9108,40.73097992,-74.22322846,25.0,50.0,85.5,2,4,0
9109,42.54093933,-89.13164520000001,30.0,50.0,-183.2599945,2,4,0
9110,40.73097992,-74.22322846,25.98999977,39.99000168,55.66999817,2,4,0
9111,38.37559509,-104.7260208,31.98999977,39.99000168,48.70999908,4,4,0
9112,34.23951339999999,-119.19721979999998,40.0,50.0,15.75,6,4,1
9113,43.09559631,-89.35118866,45.0,50.0,57.40000153,2,4,0
9114,39.95728302,-74.19393158,39.99000168,39.99000168,-27.98999977,2,4,0
9115,33.895088200000004,-117.5264206,50.0,50.0,-160.0,4,4,0
9116,41.95346451,-87.73246002,62.5,50.0,58.68999863,5,4,1
9117,32.15084076,-111.00301359999999,62.5,50.0,90.0,3,4,0
9118,42.43819809,-83.17873383,62.5,50.0,23.44000053,2,4,0
9119,39.60168457,-107.03044129999999,4.400000095,21.98999977,-21.11000061,6,4,1
9120,34.20909119,-118.57100679999999,5.0,24.98999977,32.99000168,2,4,0
9121,35.21258926,-80.79562378,4.0,19.98999977,7.1999998089999995,2,4,0
9122,36.32823181,-119.50440220000002,10.39000034,15.98999977,23.51000023,5,4,1
9123,33.91221619,-118.3525696,19.98999977,24.98999977,29.38999939,4,4,0
