,Latitude,Longitude,Order Item Discount,Order Item Product Price,Order Profit Per Order,Days for shipping (real),Days for shipment (scheduled),Late_delivery
3150,18.20961571,-66.37059021,12.0,299.980011,141.1100006,4,4,0
3151,18.24452782,-66.37055969,12.0,299.980011,138.2299957,4,4,0
3152,18.22816658,-66.37063599,16.0,399.980011,72.95999908,6,4,1
3153,18.21093369,-66.37055969,12.0,299.980011,138.2299957,4,4,0
3154,18.25462341,-66.37055206,12.0,299.980011,132.4700012,6,4,1
3155,18.22278404,-66.37059021,16.0,399.980011,134.3899994,5,4,1
3156,18.21121407,-66.37052918,16.0,399.980011,120.1900024,3,4,0
3157,18.2279911,-66.37052155,16.0,399.980011,-319.85998539999997,3,4,0
3158,18.21047401,-66.37059021,16.0,399.980011,176.63000490000002,5,4,1
3159,18.25571251,-66.37050629,15.0,299.980011,131.0899963,2,4,0
3160,39.5646553,-87.28941345,20.0,399.980011,174.78999330000002,4,4,0
3161,18.27404976,-66.37057495,20.0,399.980011,38.0,6,4,1
3162,18.21779251,-66.37062836,16.5,299.980011,99.22000122,4,4,0
3163,18.28764534,-66.3706131,22.0,399.980011,-26.84000015,5,4,1
3164,18.29522896,-66.37062073,16.5,299.980011,-136.91999819999998,4,4,0
3165,18.27165604,-66.37058258,22.0,399.980011,99.41000366,5,4,1
3166,18.22842217,-66.37060547,22.0,399.980011,173.86999509999998,3,4,0
3167,18.28764534,-66.3706131,28.0,399.980011,104.1500015,5,4,1
3168,18.29750443,-66.37062073,21.0,299.980011,0.0,4,4,0
3169,18.2118721,-66.37052918,27.0,299.980011,133.7599945,5,4,1
3170,18.29750443,-66.37062073,27.0,299.980011,70.98000336,4,4,0
3171,18.27434921,-66.37058258,27.0,299.980011,125.5699997,2,4,0
3172,18.21487236,-66.37050629,30.0,299.980011,29.70000076,2,4,0
3173,18.27214623,-66.3705368,40.0,399.980011,-81.0,2,4,0
3174,18.23113632,-66.37056732,36.0,299.980011,124.0699997,5,4,1
3175,18.26930046,-66.37051392,48.0,399.980011,70.40000153,4,4,0
3176,18.27214623,-66.3705368,48.0,399.980011,105.5899963,2,4,0
3177,18.24473763,-66.37057495,36.0,299.980011,23.22999954,4,4,0
3178,18.23209763,-66.37062073,36.0,299.980011,92.38999939,4,4,0
3179,18.2449646,-66.37050629,36.0,299.980011,-118.79000090000001,2,4,0
3180,18.26155663,-66.37051392,39.0,299.980011,122.6600037,6,4,1
3181,18.20767784,-66.37051392,45.0,299.980011,68.84999847,6,4,1
3182,18.22816658,-66.37063599,51.0,299.980011,109.5500031,6,4,1
3183,18.26729584,-66.3705368,68.0,399.980011,69.72000122,4,4,0
3184,18.25590706,-66.37062073,51.0,299.980011,119.5100021,2,4,0
3185,18.20851517,-66.37059784,51.0,299.980011,31.12000084,2,4,0
3186,18.29011154,-66.3705368,54.0,299.980011,122.9899979,6,4,1
3187,18.22092629,-66.37059021,54.0,299.980011,71.33999634,4,4,0
3188,18.21064186,-66.37055206,54.0,299.980011,51.65999985,2,4,0
3189,18.28014183,-66.37054443,54.0,299.980011,110.6900024,2,4,0
3190,18.22723579,-66.37055969,60.0,299.980011,60.0,4,4,0
3191,18.26153755,-66.37058258,75.0,299.980011,78.73999786,6,4,1
3192,18.27952004,-66.37052155,75.0,299.980011,76.04000092,3,4,0
3193,18.24756813,-66.02526856,75.0,299.980011,15.75,2,4,0
3194,18.26930046,-66.37051392,75.0,299.980011,65.25,4,4,0
3195,18.2979908,-66.37057495,75.0,299.980011,56.25,5,4,1
3196,18.29522896,-66.37062073,75.0,299.980011,76.04000092,4,4,0
3197,18.27404976,-66.37057495,75.0,299.980011,103.4899979,6,4,1
3198,18.29356575,-66.3705368,2.400000095,59.99000168,1.4400000569999998,4,4,0
3199,18.26457596,-66.37049866,9.600000381000001,59.99000168,24.19000053,5,4,1
3200,18.26457596,-66.37049866,23.39999962,129.9900055,39.97000122,5,4,1
3201,18.26457596,-66.37049866,26.0,129.9900055,16.95000076,5,4,1
3202,18.0253849,-66.61314392,0.800000012,39.99000168,-0.50999999,6,4,1
3203,18.29011154,-66.3705368,12.0,299.980011,-36.0,5,4,1
3204,18.28730393,-66.03706360000001,82.5,1500.0,382.730011,5,4,1
3205,18.36678124,-66.02749634,0.839999974,84.40000153,12.52999973,4,4,0
3206,18.28827286,-66.03705597,8.43999958,84.40000153,3.2699999810000002,4,4,0
3207,18.29978943,-66.03705597,16.87999916,84.40000153,21.12999916,2,4,0
3208,18.25112343,-66.03706360000001,8.789999962000001,293.0400085,-44.63000107,5,4,1
3209,18.23298645,-66.03705597,43.95999908,293.0400085,87.18000031,2,4,0
3210,18.22962761,-66.3705368,1.0,99.98999786,34.65000153,3,4,0
3211,18.29111862,-66.3705368,1.120000005,27.98999977,4.489999771,4,4,0
3212,18.27668572,-66.37055969,9.0,99.98999786,31.85000038,6,4,1
3213,18.27668572,-66.37055969,10.0,99.98999786,-27.0,6,4,1
3214,18.21581268,-66.37055969,12.0,99.98999786,-58.68999863,6,4,1
3215,18.2513237,-66.37058258,13.0,99.98999786,9.829999924,3,4,0
3216,18.1464901,-66.54896545,16.0,99.98999786,-230.9799957,6,4,1
3217,18.23166275,-66.37052155,0.0,129.9900055,5.1999998089999995,6,4,1
3218,18.26502037,-66.37055969,0.0,59.99000168,-13.97999954,6,4,1
3219,18.21056938,-66.37058258,0.0,129.9900055,33.79999924,2,4,0
3220,18.20372391,-66.03705597,4.610000134,461.48001100000005,-28.78000069,6,4,1
3221,18.29100418,-66.37060547,0.600000024,59.99000168,5.170000076,2,4,0
3222,18.28672028,-66.37050629,0.600000024,59.99000168,18.40999985,3,4,0
3223,18.35900307,-66.07807922,1.299999952,129.9900055,-28.95999908,6,4,1
3224,18.28431702,-66.3705368,2.599999905,129.9900055,-197.4499969,4,4,0
3225,18.26729584,-66.3705368,3.900000095,129.9900055,47.27999878,6,4,1
3226,18.23517227,-66.37059021,3.900000095,129.9900055,35.31000137,6,4,1
3227,18.23466301,-66.37059784,3.900000095,129.9900055,9.460000037999999,4,4,0
3228,18.24668694,-66.37050629,3.900000095,129.9900055,5.039999962,6,4,1
3229,18.2983017,-66.37055969,5.1999998089999995,129.9900055,59.90000153,3,4,0
3230,18.26729584,-66.3705368,5.1999998089999995,129.9900055,46.79999924,6,4,1
3231,18.2513237,-66.37058258,2.400000095,59.99000168,9.390000342999999,6,4,1
3232,18.29111862,-66.3705368,3.0,59.99000168,27.36000061,4,4,0
3233,18.26667023,-66.37062073,3.0,59.99000168,5.6999998089999995,3,4,0
3234,18.2983017,-66.37055969,6.5,129.9900055,54.34000015,3,4,0
3235,18.25411797,-66.37049866,6.5,129.9900055,16.42000008,2,4,0
3236,18.27200699,-66.37060547,7.150000095,129.9900055,36.84999847,5,4,1
3237,18.20471764,-66.37059021,7.150000095,129.9900055,-313.23999019999997,6,4,1
3238,18.02529907,-66.61304474,3.299999952,59.99000168,19.27000046,5,4,1
3239,18.25482178,-66.37060547,9.100000381000001,129.9900055,40.86000061,3,4,0
3240,18.26327515,-66.3705368,9.100000381000001,129.9900055,31.79000092,2,4,0
3241,18.25771141,-66.37058258,9.100000381000001,129.9900055,34.819999700000004,2,4,0
3242,18.22962761,-66.3705368,9.100000381000001,129.9900055,-57.41999817,3,4,0
3243,18.25791931,-66.37062836,5.400000095,59.99000168,17.73999977,6,4,1
3244,18.21226883,-66.37058258,6.0,59.99000168,4.0500001910000005,6,4,1
3245,18.27720451,-66.37059021,6.0,59.99000168,24.29999924,6,4,1
3246,18.29652023,-66.04867554,13.0,129.9900055,17.54999924,2,4,0
3247,18.27630997,-66.03705597,21.57999992,215.82000730000004,89.34999847,4,4,0
3248,18.2513237,-66.37058258,13.0,129.9900055,10.30000019,6,4,1
3249,18.29444695,-66.37054443,7.1999998089999995,59.99000168,15.31000042,6,4,1
3250,18.24236298,-66.02407837,15.60000038,129.9900055,40.04000092,5,4,1
3251,18.28440857,-66.37056732,15.60000038,129.9900055,40.04000092,5,4,1
3252,18.2275734,-66.04563141,16.89999962,129.9900055,54.27999878,4,4,0
3253,18.26472473,-66.03706360000001,59.99000168,461.48001100000005,-95.55000305,4,4,0
3254,18.24236298,-66.02407837,16.89999962,129.9900055,-79.16000366,5,4,1
3255,18.20776367,-66.37052918,16.89999962,129.9900055,-12.77999973,3,4,0
3256,18.20688438,-66.37055969,16.89999962,129.9900055,45.24000168,4,4,0
3257,18.28222275,-66.37056732,16.89999962,129.9900055,29.39999962,4,4,0
3258,18.27898979,-66.37052918,19.5,129.9900055,49.72000122,4,4,0
3259,18.26502037,-66.37055969,19.5,129.9900055,-27.62000084,6,4,1
3260,18.29993439,-66.37052155,19.5,129.9900055,37.34999847,4,4,0
3261,18.1464901,-66.54896545,19.5,129.9900055,9.720000267,4,4,0
3262,18.27165604,-66.37058258,19.5,129.9900055,30.94000053,5,4,1
3263,18.20688438,-66.37055969,9.0,59.99000168,21.42000008,4,4,0
3264,18.25419426,-66.37062836,19.5,129.9900055,53.04000092,6,4,1
3265,18.26169586,-66.37054443,19.5,129.9900055,30.94000053,4,4,0
3266,18.25805283,-66.37055206,20.79999924,129.9900055,-180.16999819999998,4,4,0
3267,18.29993439,-66.37052155,20.79999924,129.9900055,-33.74000168,4,4,0
3268,18.22368431,-66.04929352,9.600000381000001,59.99000168,5.690000057000001,4,4,0
3269,18.25905418,-66.3705368,20.79999924,129.9900055,51.319999700000004,3,4,0
3270,18.27477646,-66.37055969,9.600000381000001,59.99000168,-0.550000012,3,4,0
3271,18.26014137,-66.37052918,22.10000038,129.9900055,-140.2599945,6,4,1
3272,18.27477646,-66.37055969,22.10000038,129.9900055,35.06000137,3,4,0
3273,18.27813339,-66.03705597,36.68999863,215.82000730000004,73.44000244,4,4,0
3274,18.25558853,-66.37063599,10.19999981,59.99000168,-84.65000153,6,4,1
3275,18.29100418,-66.37060547,23.39999962,129.9900055,39.97000122,2,4,0
3276,18.23566818,-66.37059784,23.39999962,129.9900055,38.36999893,5,4,1
3277,18.20114327,-66.37060547,23.39999962,129.9900055,35.18000031,3,4,0
